English,Hindi
"additionally, they also improve heart health",इसके अलावा ये ह्रदय के स्वास्थ्य में सुधार करते हैं 
"additionally, this medicine contains some nutritional supplements that enhance the overall health of an individual",इसके अलावा इस दवा में कुछ न्यूट्रिशनल सप्लिमेंट्स होते हैं जो व्यक्ति के संपूर्ण स्वास्थ्य को बेहतर रखते हैं
"additionally, this medicine is a specific antibiotic that does not affect the good bacteria of the gut and there is no risk of serious gastrointestinal infection (superinfection) on prolonged use","इसके अलावा, यह दवा एक विशेष एंटीबायोटिक है जो आंत के अच्छे बैक्टीरिया को प्रभावित नहीं करती है और लंबे समय तक इस्तेमाल पर गंभीर गैस्ट्रोइंटेस्टाइनल इंफेक्शन (सुपर इंफेक्शन) का कोई खतरा नहीं है"
"additionally, to make sure it is safe for you, tell your doctor if you are pregnant or breastfeeding before taking this medicine","इसके अलावा, यदि आप गर्भवती हैं या स्तनपान कराती हैं तो यह आपके लिए सुरक्षित है या नहीं, यह सुनिश्चित करने के लिए यह दवा लेने से पहले अपने डॉक्टर को बताएं"
address: regd,एड्रेस : रजिस्टर्ड 
addsum lifesciences,एडसम लाइफसाइंसेज 
adel amylenum nitrosum dilution <n1> ch,एडेल एमीलेनम नाइट्रोसम डाईल्यूशन <n1> सीएच 
adelmo healthcare,एडेल्मो हेल्थकेयर
adezom <n1>mg tablet,एडेजोम <n1> एमजी टैबलेट
adharshila complex,आधारशिला काम्प्लेक्स 
"adhere to the dose, time, and way prescribed by the doctor as that depends on the type and severity of the infection, your child’s age, and body weight","डॉक्टर द्वारा बताई गई खुराक, समय, और तरीका का पालन करना  इंफेक्शन के प्रकार और गंभीरता, आपके बच्चे की उम्र और शरीर के वजन पर निर्भर करता है"
"adhere to the dose, time, and way prescribed by the doctor because the dose and duration are advised depending upon the type and severity of the infection","डॉक्टर द्वारा निर्धारित खुराक, समय और तरीका का पालन करें क्योंकि संक्रमण के प्रकार और गंभीरता के आधार पर खुराक और अवधि की सलाह दी जाती है"
adhiswar nagar,अधिश्वर नगर
adi kabir ashram road bangalore,आदि कबीर आश्रम रोड बैंगलोर
adi sankar main road,आदि शंकर मेन रोड 
adirex pharmaceuticals,एडिरेक्स फार्मास्यूटिकल्स
aditya complex,आदित्य कॉम्प्लेक्स
aditya mega city vaibhav khand indirapuram ghaziabad ghaziabad up,"आदित्य मेगा सिटी वैभव खंड इंदिरापुरम, गाजियाबाद, यूपी"
adj. bhikaji cama place,भिकाजी कामा प्लेस के पास 
adjoining sethi enclave,सेठी एन्क्लेव के पास 
adon pharmaceuticals pvt ltd,एडॉन फार्मास्यूटिकल्स प्राइवेट लिमिटेड
adonis phytoceuticals pvt ltd,एडोनिस फाइटोस्यूटिकल्स प्राइवेट लिमिटेड
adura pharmaceuticals,अदुरा फार्मास्यूटिकल्स
advance revive,एडवांस रिवाइव 
advastat gold <an1> tablet,एडवास्टैट गोल्ड <an1> टैबलेट
"adverse effects are apparently rare, two potential problems exist for nursing infant: modification of bowel flora, direct effects on the infant such as allergy/sensitisation","प्रतिकूल प्रभाव बहुत रेयर हैं, लेकिन शिशु में दो संभावित समस्याएं मौजूद हो सकती हैं: बाउल फ्लोरा में परिवर्तन, शिशु पर एलर्जी  या संवेदनशीलता  का सीधा प्रभाव"
adxol <an1> tablet,एड़ेक्सोल <an1> टैबलेट 
adzolid <n1>mg dry syrup,एड्जोलिड <n1> एमजी ड्राई सिरप
aeclat lifesciences pvt ltd,ऐक्लेट लाइफसाइंसेज प्राइवेट लिमिटेड
aedicold-kid syrup,एडिकोल्ड-किड सिरप
aedimef p <an1> tablet,एडिमेफ पी <an1> टैबलेट
aegis pharmaceuticals,एजिस फार्मास्यूटिकल्स
aegis prescriptions pvt ltd,एजिस प्रिस्क्रिप्शन प्राइवेट लिमिटेड
aelivs healthcare pvt ltd,ऐलिव्स हेल्थकेयर प्राइवेट लिमिटेड
